,epoch,learning_rate,batch_size,latent_space,kappa,train_loss,test_loss,train_loss_kl,train_loss_mse,test_loss_kl,test_loss_mse
41,42,0.0001,5,2,0.001,20.738993288522742,20.168737181697985,16.218815309455596,4.520177930234427,15.541564125612558,4.627173001507678
42,43,0.0001,5,2,0.001,20.12946933148855,20.38008589916919,15.618774770254111,4.510694472186537,15.805008520562964,4.575077390096274
43,44,0.0001,5,2,0.001,19.78003170978592,19.963452948145118,15.29948822848768,4.480543544493526,15.414217339940818,4.549235605331789
44,45,0.0001,5,2,0.001,19.802993452692608,20.15044866125268,15.336067463978228,4.466925965734275,15.626284909535604,4.524163725864456
45,46,0.0001,5,2,0.001,19.898919266390514,19.853119585887494,15.450378027306982,4.448541213230914,15.306879399770713,4.546240223459451
46,47,0.0001,5,2,0.001,19.54955126291298,20.108771760779693,15.035216469362558,4.514334848128169,15.607632878315018,4.501138902572264
47,48,0.0001,5,2,0.001,20.55082801451166,20.234973781080132,16.13437659481922,4.416451396712338,15.733008694935995,4.501965157956962
48,49,0.0001,5,2,0.001,20.772957882249212,20.781689931111163,16.3803243866886,4.392633435237839,16.317018462950927,4.464671657746097
49,50,0.0001,5,2,0.001,21.598914054502924,20.743237242641218,17.166465081364276,4.432448838130537,16.2737486965685,4.469488543200206
50,51,0.0001,5,2,0.001,20.08190471005727,20.682245668158473,15.695457469986145,4.386447300393898,16.241660324923963,4.4405852742941985
51,52,0.0001,5,2,0.001,20.526005090001117,20.600845118603075,16.173837546842645,4.35216760635376,16.181827234934612,4.419017797493073
52,53,0.0001,5,2,0.001,20.919117778180592,20.746139687227917,16.58565128280456,4.333466407764389,16.302141327455818,4.443998308066862
53,54,0.0001,5,2,0.001,20.85536524761154,20.776202776345862,16.50337704118476,4.351988174829138,16.35818534299552,4.418017327067363
54,55,0.0001,5,2,0.001,21.049044390758837,20.982120858617577,16.70671857121479,4.342325716133577,16.579132068588073,4.402988876204893
55,56,0.0001,5,2,0.001,20.07819811120091,20.936254122171057,15.725756622222534,4.3524415004684265,16.54518498570086,4.391069133597684
56,57,0.0001,5,2,0.001,20.817015659378235,20.97995851126062,16.50825154637716,4.308764179068875,16.600369740681476,4.379588830901916
57,58,0.0001,5,2,0.001,20.502577333565217,21.03124426646405,16.162552649716297,4.340024672358869,16.646554073655462,4.384690037692886
58,59,0.0001,5,2,0.001,20.870229410837933,20.91188259584358,16.587434872087226,4.282794449702803,16.562115209648407,4.349767334489937
59,60,0.0001,5,2,0.001,21.34523237756936,20.854003228336932,17.076676816825408,4.268555491803641,16.510755343609546,4.343247884727386
60,61,0.0001,5,2,0.001,20.925655089228986,21.231581733887452,16.619684805353003,4.305970240788287,16.892217279916785,4.339364557381136
61,62,0.0001,5,2,0.001,20.302629011223114,21.150859740843256,15.935383003878306,4.3672459240419315,16.81230427845415,4.338555479624185
62,63,0.0001,5,2,0.001,20.775052449789392,21.02880073455443,16.503886038998523,4.2711664452610245,16.673161299831897,4.355639443340071
63,64,0.0001,5,2,0.001,21.51957401597356,21.196748147527856,17.240145867129407,4.279428002345993,16.877806606062922,4.318941547209958
64,65,0.0001,5,2,0.001,21.299993767795794,21.494070799953967,17.073877104793688,4.226116634276976,17.192093320639735,4.301977433354022
65,66,0.0001,5,2,0.001,21.328370439000878,21.46299184086811,17.099671915353063,4.228698492050171,17.14623668394893,4.316755237349545
66,67,0.0001,5,2,0.001,22.05578818953181,21.59073097734566,17.78604941770255,4.2697388149169555,17.28628962872976,4.304441325635795
67,68,0.0001,5,2,0.001,21.266151933784943,21.80002944440727,17.02816264600639,4.237989355282611,17.49147192254124,4.308557691344296
68,69,0.0001,5,2,0.001,21.57880991050996,21.38500512364399,17.375557083681404,4.203252901513893,17.121206214629023,4.263799035405538
69,70,0.0001,5,2,0.001,21.333446663546276,21.53376017421125,17.15118080736643,4.182265953845288,17.24754094503012,4.286219111408096
70,71,0.0001,5,2,0.001,22.850269455507576,21.883678401809142,18.605499083737293,4.244770251124738,17.614407918539392,4.269270566572626
71,72,0.0001,5,2,0.001,22.496603712978132,22.165682241141077,18.325338915169958,4.171264889728592,17.91718101501465,4.2485013525170015
72,73,0.0001,5,2,0.001,21.76701872032809,22.200580711824347,17.608777069183716,4.158241461558514,17.98087777287127,4.21970295044313
73,74,0.0001,5,2,0.001,21.62839182888169,22.085232263588043,17.475645030837462,4.152746938797365,17.83032055360725,4.254911735833409
74,75,0.0001,5,2,0.001,21.755902681006006,22.17030132247741,17.6045632649617,4.151339383010405,17.944217544004143,4.2260839134813795
75,76,0.0001,5,2,0.001,22.440368755754218,21.8125223596412,18.298520432897362,4.141848365944552,17.590284198163502,4.22223808679236
76,77,0.0001,5,2,0.001,21.59990085463926,22.128631293055523,17.449717027595245,4.150183829916529,17.911168948713556,4.217462309871811
77,78,0.0001,5,2,0.001,22.076196141989833,22.12620752403535,17.948804188923663,4.12739201913397,17.906934990940325,4.2192725675651825
78,79,0.0001,5,2,0.001,21.81133189833308,22.129360555166222,17.704053488122412,4.107278444680823,17.94968209783715,4.179678295032088
79,80,0.0001,5,2,0.001,21.966244732040956,22.146941093077142,17.859603560114483,4.1066412207591965,17.97097741552146,4.1759636201054215
80,81,0.0001,5,2,0.001,22.04219582569168,22.2455673562475,17.869574770869978,4.172621057694217,18.051513516759297,4.194053917046053
81,82,0.0001,5,2,0.001,21.851693555533167,22.575503016092693,17.743365873773413,4.108327597020621,18.405484636145903,4.170018431652023
82,83,0.0001,5,2,0.001,22.219696263232862,22.402319931122193,18.11964714096253,4.100049056202533,18.23796341218144,4.16435646292675
83,84,0.0001,5,2,0.001,22.592310813536127,22.413539633693464,18.482397722910687,4.109913008758821,18.25403692636145,4.159502684351909
84,85,0.0001,5,2,0.001,22.674980531255883,23.02248180343444,18.57384371470256,4.1011368079357835,18.8589635182576,4.1635183426271
85,86,0.0001,5,2,0.001,22.395613704819276,22.828140902231976,18.332492047045605,4.063121692243829,18.67879367736449,4.1493470898593765
86,87,0.0001,5,2,0.001,22.496024890118335,22.794319244752447,18.437578902187116,4.058445967823626,18.660388153719616,4.133931260511099
87,88,0.0001,5,2,0.001,22.4910315548081,23.0234546891178,18.404857842318982,4.086173689509013,18.894961460527167,4.1284932257181195
88,89,0.0001,5,2,0.001,22.560695981404866,23.243356865572643,18.501904797841267,4.058791117495801,19.104859903634313,4.138496915978122
89,90,0.0001,5,2,0.001,23.128946855843786,23.00411733374538,19.083788055971443,4.045158832906241,18.87507266308888,4.129044722361737
90,91,0.0001,5,2,0.001,22.762398064854633,23.103776334279992,18.734216241951447,4.028181768325438,18.998667648039667,4.105108758053148
91,92,0.0001,5,2,0.001,22.410819834973438,23.07238843067583,18.294503154524836,4.116316668958549,18.97565630257848,4.096732128097351
92,93,0.0001,5,2,0.001,22.4058190311294,23.26315769517278,18.36592599570033,4.039892952126193,19.152772455330354,4.110385208244783
93,94,0.0001,5,2,0.001,23.54383521482169,23.205231275903174,19.526337175484162,4.017498093915273,19.119328533310487,4.08590275695525
94,95,0.0001,5,2,0.001,23.750780542212798,23.346728428300604,19.742969685290234,4.007810742022043,19.270626470267054,4.076101978141141
95,96,0.0001,5,2,0.001,23.41503028410027,23.477845892848737,19.385284125086773,4.029746216463756,19.394029663269777,4.08381611898721
96,97,0.0001,5,2,0.001,23.627826610243464,23.690960022340338,19.62955539197807,3.9982713302934028,19.612860702606568,4.078099243612175
97,98,0.0001,5,2,0.001,24.361101495214257,23.954047260514226,20.356133185237287,4.004968218056552,19.88383043817727,4.070216897022293
98,99,0.0001,5,2,0.001,23.501885103892132,24.007029958518153,19.520142417356194,3.9817425544003404,19.957566743873688,4.049463162939232
99,100,0.0001,5,2,0.001,24.547662516674364,24.167392006839613,20.568889790270703,3.978772707732327,20.120861340718097,4.0465305742011015
100,1,0.0001,5,2,0.01,12.483618414545633,11.560876593532333,3.9481398772044356,8.535478540213711,2.1521544665636787,9.408722182354294
101,2,0.0001,5,2,0.01,12.769396931292063,12.635132847062076,4.564069055649171,8.205327895750482,4.186882432684841,8.448250431612314
102,3,0.0001,5,2,0.01,12.708341610000794,12.789184214120889,5.654936681310814,7.05340492868998,5.055295036499759,7.733889200601233
103,4,0.0001,5,2,0.01,12.433802328914044,12.82615846610931,6.084509998919016,6.349292352975133,6.103993907032243,6.722164510244347
104,5,0.0001,5,2,0.01,12.517244591770401,12.837061663708054,6.573516702077475,5.943727855222771,6.660829084465303,6.1762326424380385
105,6,0.0001,5,2,0.01,12.719578179968408,12.889461804585284,6.992316464343703,5.727261707007167,7.0112386956272355,5.878223206623491
106,7,0.0001,5,2,0.01,12.847413442221033,12.833363372159292,7.259879388004901,5.587534065706184,7.103042935750571,5.730320407683591
107,8,0.0001,5,2,0.01,12.515606615916791,12.790314927158585,7.009228539754109,5.506378090525248,7.181890958763031,5.608423997120685
108,9,0.0001,5,2,0.01,12.88654698521258,12.786114026264972,7.455886174397296,5.4306608941181596,7.239921633019505,5.546192396117981
109,10,0.0001,5,2,0.01,12.702204807695136,12.698478147207972,7.310947234372058,5.3912575474704605,7.225358267864549,5.473119859235832
110,11,0.0001,5,2,0.01,12.712060997285038,12.72841705184385,7.374993938997568,5.337067064032497,7.312944147960249,5.41547291250114
111,12,0.0001,5,2,0.01,12.3328559369926,12.678271983043256,6.97691306148667,5.355942835290748,7.294801953327225,5.383469972265772
112,13,0.0001,5,2,0.01,12.65853139578578,12.633489137672516,7.40697746391756,5.251553868672934,7.284099802913436,5.349389314651489
113,14,0.0001,5,2,0.01,12.588600664253695,12.843272370028208,7.352233478821904,5.236367176814252,7.541758244296155,5.301514174564775
114,15,0.0001,5,2,0.01,12.92071865265628,12.805271252092108,7.709192247275847,5.211526382400329,7.526407862284097,5.27886336970042
115,16,0.0001,5,2,0.01,12.538755784551782,12.71406794168863,7.36671709727092,5.172038713133479,7.469012381082558,5.245055546243507
116,17,0.0001,5,2,0.01,12.49946633304458,12.877438051154815,7.37667680648436,5.122789515070169,7.6709439725760955,5.20649409868631
117,18,0.0001,5,2,0.01,12.584540137325424,12.625822653253394,7.48613605154566,5.098404088652278,7.469014311411295,5.15680837056723
118,19,0.0001,5,2,0.01,12.282086406845645,12.596753108932312,7.196942352386842,5.085144054458802,7.462766061346215,5.133987038968558
119,20,0.0001,5,2,0.01,12.847981992974338,12.710482677781439,7.8202215849635115,5.027760376413185,7.607366791690689,5.10311594354101
120,21,0.0001,5,2,0.01,13.12834272039942,12.915611496890884,8.115059754934656,5.013282953974712,7.837493591997997,5.078117904892887
121,22,0.0001,5,2,0.01,12.691036706947418,12.76799523686788,7.717254397380783,4.973782263606427,7.730510275047946,5.037484976182501
122,23,0.0001,5,2,0.01,12.864251113799682,12.754026401473816,7.94104952410043,4.923201609806842,7.702513292611363,5.05151312609753
123,24,0.0001,5,2,0.01,12.705739159181894,12.927897752049457,7.797136237822383,4.908602938594588,7.9505726170827105,4.977325111986643
124,25,0.0001,5,2,0.01,13.085752602083137,12.765511007194059,8.166404879236795,4.919347768806549,7.781114899968526,4.984396107225533
125,26,0.0001,5,2,0.01,12.948225549904697,12.96542550282306,8.087771972977972,4.860453539584056,8.036805089697781,4.928620404507741
126,27,0.0001,5,2,0.01,12.913027855287115,12.990411838853216,8.082797745624221,4.830230072320226,8.079532778406717,4.910879077681576
127,28,0.0001,5,2,0.01,12.891249197075165,13.054478427013718,8.098898158015976,4.79235099022647,8.184903937650015,4.869574535323913
128,29,0.0001,5,2,0.01,13.158154177378458,13.088477467916098,8.380072237497354,4.77808188530336,8.236175140702581,4.852302324341004
129,30,0.0001,5,2,0.01,12.814934707549682,13.056722089468714,8.031149806746518,4.783784900803163,8.238097121916622,4.818624918719372
130,31,0.0001,5,2,0.01,12.720347071268472,12.995241165161133,7.990120726895619,4.73022637022547,8.19494597308607,4.8002951978200885
131,32,0.0001,5,2,0.01,13.149530100535197,13.079609572169293,8.429651122495352,4.719879001019949,8.282597254557782,4.797012317611511
132,33,0.0001,5,2,0.01,13.075378119227398,13.30645815148411,8.342964281518775,4.732413872178778,8.527781492256256,4.778676621885185
133,34,0.0001,5,2,0.01,12.987157247152673,13.098526345678122,8.304439504462552,4.682717745562634,8.339466594787964,4.759059802595392
134,35,0.0001,5,2,0.01,13.033017710030798,13.000698215990182,8.370235224804246,4.66278252256922,8.259530567261109,4.741167709051845
135,36,0.0001,5,2,0.01,13.044313522706549,13.035853374435241,8.394356078412159,4.64995741556926,8.307289479726768,4.728563880345908
136,37,0.0001,5,2,0.01,12.700596154454242,12.989114060459366,8.058503277330514,4.642092911593886,8.259245401405426,4.729868604476193
137,38,0.0001,5,2,0.01,12.833235108708761,12.97452334898064,8.185580437441907,4.64765473446214,8.280973152941968,4.693550201783697
138,39,0.0001,5,2,0.01,12.861038966351245,13.052230007677194,8.250858864152288,4.61018004762121,8.39486981012735,4.657360232019999
139,40,0.0001,5,2,0.01,12.702523656638272,12.802761962614865,8.104849895799017,4.597673760839255,8.139751721577472,4.6630102956151385
140,41,0.0001,5,2,0.01,13.219515961336802,13.05330408624856,8.642964242452598,4.5765517073941515,8.41081829530647,4.642485779452037
141,42,0.0001,5,2,0.01,13.00015588553555,13.17915187973574,8.446529974420386,4.553625845047365,8.547617975487766,4.631533907120486
142,43,0.0001,5,2,0.01,12.960391745509872,13.271304670586643,8.415902350322309,4.5444894698729,8.649367947176279,4.621936703302774
143,44,0.0001,5,2,0.01,13.223479121564383,13.275812355868787,8.683535742472452,4.539943410689572,8.668571834104608,4.607240573469415
144,45,0.0001,5,2,0.01,12.915813158793622,13.307103685585849,8.376812073121588,4.53900106269193,8.715275798935489,4.591827901012926
145,46,0.0001,5,2,0.01,12.899867827633777,13.000087979328201,8.373261417251035,4.5266064505979235,8.422392919839147,4.577695114066802
146,47,0.0001,5,2,0.01,13.398288956607681,13.201377661831408,8.912255246955228,4.486033686672348,8.624036369553531,4.577341272170285
147,48,0.0001,5,2,0.01,13.081617550677564,13.137440313775855,8.588223790547934,4.493393712733165,8.587023625890893,4.550416707992554
148,49,0.0001,5,2,0.01,13.243223420108658,13.202800314110446,8.75850469520293,4.484718747885831,8.659531535872494,4.543268781110465
149,50,0.0001,5,2,0.01,13.186686400907586,13.119103948754,8.716350394559194,4.470335994858339,8.595307011202157,4.523796887282866
150,51,0.0001,5,2,0.01,13.460518342902862,13.346127096428928,9.01195715708905,4.448561185813812,8.82392084742167,4.522206243262233
151,52,0.0001,5,2,0.01,13.30044088018946,13.405057309621787,8.87337214113718,4.427068753414844,8.894215061003903,4.510842245745372
152,53,0.0001,5,2,0.01,13.084470599530691,13.3953172499875,8.668726662555374,4.415743936975319,8.900797223470297,4.494520060987358
153,54,0.0001,5,2,0.01,13.014029801610004,13.2393142631255,8.60356905948685,4.41046085127865,8.758919250534241,4.480394972376077
154,55,0.0001,5,2,0.01,13.398457079048617,13.197002548769296,8.99351147571242,4.404945629188814,8.714623663798871,4.482378876352885
155,56,0.0001,5,2,0.01,13.405569651040686,13.383802896522614,9.009518232690283,4.396051403987839,8.909862926207394,4.4739399530801425
156,57,0.0001,5,2,0.01,13.153169229806188,13.378103083874805,8.75119336829128,4.401975918965167,8.925580714122358,4.452522404222603
157,58,0.0001,5,2,0.01,12.94480662748038,13.352663798504565,8.58537070722465,4.359435848442905,8.914786942033883,4.437876922538481
158,59,0.0001,5,2,0.01,13.61653622087226,13.275108739554163,9.235721364078751,4.380814879773611,8.84761178349874,4.427496958927936
159,60,0.0001,5,2,0.01,13.44877534889313,13.488407399280963,9.106766063046743,4.342009285846388,9.065901652876153,4.422505703317114
160,61,0.0001,5,2,0.01,13.778385116393308,13.47997457435332,9.382618748998068,4.395766327180058,9.07456462354545,4.405409959425409
161,62,0.0001,5,2,0.01,13.537825170769748,13.649601327367575,9.149363081139255,4.388462040797774,9.244688028312591,4.404913339270166
162,63,0.0001,5,2,0.01,13.54228544809732,13.485726000314736,9.219169938420675,4.323115443608847,9.094354727182044,4.391371293240283
163,64,0.0001,5,2,0.01,13.678352275526667,13.407235007688223,9.33490184416254,4.343450425619102,9.01179342384798,4.395441566605165
164,65,0.0001,5,2,0.01,13.353391601378659,13.490058048661933,8.928308705249465,4.425082881766629,9.10337057458349,4.386687520038651
165,66,0.0001,5,2,0.01,13.073686634201602,13.409234483558011,8.78136278635048,4.292323784655835,9.047699060784765,4.36153541702822
166,67,0.0001,5,2,0.01,13.23836956253971,13.241691968527185,8.954258505120334,4.284111045929323,8.905250434415887,4.336441557091403
167,68,0.0001,5,2,0.01,13.040504869208279,13.410155342285892,8.76200360562428,4.278501277946564,9.086302912378885,4.323852435652032
168,69,0.0001,5,2,0.01,13.512760748346167,13.298322907413345,9.253273561776403,4.259487186569765,8.958357908639563,4.339965053351529
169,70,0.0001,5,2,0.01,13.507235262767377,13.42473855076066,9.248786455177399,4.258448824825057,9.114650944629348,4.310087545808539
170,71,0.0001,5,2,0.01,13.728163880037973,13.67099323042904,9.476032165159662,4.2521317378584165,9.372051348169165,4.2989418248096145
171,72,0.0001,5,2,0.01,13.569964270993887,13.704216198748853,9.358775563986905,4.211188752967191,9.40836064786796,4.295855591096074
172,73,0.0001,5,2,0.01,13.500543858631548,13.559265113738647,9.288295016231308,4.212248892669218,9.26601765529219,4.2932474771177915
173,74,0.0001,5,2,0.01,13.05542840153338,13.55037669675896,8.811475776764283,4.243952575936375,9.264915408858334,4.285461296518165
174,75,0.0001,5,2,0.01,13.722713229167892,13.630269533180329,9.537031868854202,4.185681363186204,9.357657461281283,4.2726121408393585
175,76,0.0001,5,2,0.01,13.88421224111534,13.556758926575442,9.635973373091364,4.248238842171359,9.28886048190565,4.267898443233536
176,77,0.0001,5,2,0.01,13.250533126922974,13.69661527656647,9.055445102323969,4.195087995873877,9.427147796355099,4.269467503191477
177,78,0.0001,5,2,0.01,13.387057568653521,13.646605342267508,9.220679444002817,4.166378150503319,9.40554087420544,4.2410644307193985
178,79,0.0001,5,2,0.01,13.725526062839002,13.602714044501983,9.466103174600256,4.259422839406025,9.366846475256494,4.235867543392871
179,80,0.0001,5,2,0.01,13.826822188963373,13.631746981517377,9.672993878284133,4.153828362384474,9.389326216226602,4.2424207423106735
180,81,0.0001,5,2,0.01,13.914103507995605,14.045802346195083,9.771139104682279,4.142964443528508,9.827848112726786,4.217954190380602
181,82,0.0001,5,2,0.01,13.717198153576218,13.867554273950049,9.57964170984475,4.137556479637881,9.656438511538218,4.21111570927034
182,83,0.0001,5,2,0.01,13.702733556908298,13.785214343702936,9.584865581558411,4.1178680141288115,9.596097566995276,4.189116759472583
183,84,0.0001,5,2,0.01,13.49921129985028,13.628471144710678,9.371057050773896,4.1281542347138185,9.437688304717282,4.190782791160675
184,85,0.0001,5,2,0.01,14.004429978060434,13.599340714604022,9.785723249596286,4.218706711229071,9.420433808522052,4.178907009492438
185,86,0.0001,5,2,0.01,13.638053813612604,13.74539686685585,9.517078732869711,4.120975054890277,9.580259254179806,4.165137618421072
186,87,0.0001,5,2,0.01,13.7393818935716,13.863349098757089,9.647084816392645,4.092296985258539,9.678637274776596,4.184711895793317
187,88,0.0001,5,2,0.01,13.775604581258383,13.75727584563106,9.683212487094373,4.092392042458775,9.6027899420405,4.15448598114841
188,89,0.0001,5,2,0.01,13.437502815062741,13.781855054648526,9.348166482994355,4.08933635073972,9.61991347462298,4.16194166476468
189,90,0.0001,5,2,0.01,13.523718075579907,13.727679436465344,9.408108699752624,4.115609345665897,9.571992351348142,4.155687083680946
190,91,0.0001,5,2,0.01,13.640089276325272,13.6571067901979,9.581241159553988,4.058848164167749,9.513583286699042,4.143523526478963
191,92,0.0001,5,2,0.01,13.858521852148584,13.895507823990052,9.805185662694724,4.0533362124339645,9.765469700457102,4.130038114915411
192,93,0.0001,5,2,0.01,13.959799237998135,13.767936281411044,9.905604115451675,4.054195185741746,9.631163855633103,4.136772425777941
193,94,0.0001,5,2,0.01,13.606425779411591,14.050133165106717,9.549175044140183,4.0572507367076645,9.931234101215042,4.1188990725092145
194,95,0.0001,5,2,0.01,13.845673871327596,13.800087859831661,9.809153286807508,4.036520512707262,9.694640033216361,4.105447861085455
195,96,0.0001,5,2,0.01,13.789246536162963,13.865443654807217,9.744218929704413,4.045027638056192,9.780829820288233,4.084613874734166
196,97,0.0001,5,2,0.01,13.562895935702036,14.032261664608875,9.492499512362192,4.0703963831246615,9.927852446774402,4.104409156075443
197,98,0.0001,5,2,0.01,13.971872973154825,13.883726970258966,9.945871427834753,4.026001502232379,9.803201859255871,4.080525093768016
198,99,0.0001,5,2,0.01,13.889788604644409,13.974101790462631,9.859557910137866,4.030230657163873,9.901029282305615,4.073072490921939
199,100,0.0001,5,2,0.01,14.062124642981104,14.035195293196713,10.00004037029772,4.0620842813009235,9.957206806504583,4.077988581485059
200,1,0.0001,5,2,0.05,10.399002396916769,10.486731827977192,1.8275642035955406,8.571438197629998,1.0670017438929482,9.419730083051935
201,2,0.0001,5,2,0.05,10.255347033581101,10.288418838776737,2.4214281662400947,7.833918875958546,1.943870817322329,8.344548058797079
202,3,0.0001,5,2,0.05,10.36403613492667,10.135052784379706,4.126578572284744,6.237457620092185,3.098314446139048,7.036738315260554
203,4,0.0001,5,2,0.05,10.60756899362587,10.520516223218067,4.753624367426677,5.8539445946015505,4.437816800841366,6.082699425249214
204,5,0.0001,5,2,0.05,10.459668745477515,10.63393462996885,4.7558717698936,5.70379693249622,4.775226762495845,5.858707867473004
205,6,0.0001,5,2,0.05,10.258266000862582,10.514502226588238,4.666541544787855,5.591724510652473,4.816025670752468,5.698476607541004
206,7,0.0001,5,2,0.05,10.501254977950131,10.306548118591309,4.962031522429133,5.539223423923355,4.673862474510469,5.63268561535571
207,8,0.0001,5,2,0.05,10.341194623924164,10.366077112864298,4.889510798167033,5.45168388320739,4.811440944671631,5.554636196917798
208,9,0.0001,5,2,0.05,10.368411891431693,10.402039240641766,4.932412506586098,5.43599942793329,4.906125548374222,5.4959136893950316
209,10,0.0001,5,2,0.05,10.322897784681205,10.334020407803088,4.982201153973499,5.3406966651778625,4.8857734864016615,5.448246875441218
210,11,0.0001,5,2,0.05,10.485040457851916,10.339914907892066,5.0864701242332,5.3985703479812805,4.950328849884401,5.389586086732796
211,12,0.0001,5,2,0.05,10.414343121540115,10.247970178902868,5.027212042406381,5.387131087751274,4.872435808181763,5.375534402318747
