,epoch,learning_rate,batch_size,latent_space,train_loss,test_loss,train_loss_kl,train_loss_mse,test_loss_kl,test_loss_mse
44,45,0.0005,5,5,62.00994634053793,64.48537132538945,8.785618994609418,53.224327501044215,8.998332776219012,55.48703857789557
45,46,0.0005,5,5,63.28928821058158,64.98953973241599,9.940994124814688,53.348294085766895,9.232016189988837,55.75752377797322
46,47,0.0005,5,5,62.58881525246494,64.58264936883765,8.553859831338906,54.0349556796522,9.30372363975249,55.27892556247941
47,48,0.0005,5,5,61.291583417409875,64.5009892015572,9.441218956407294,51.85036440929735,9.306957003581955,55.19403255416686
48,49,0.0005,5,5,61.40986605724657,64.22638647240329,9.388608742909259,52.02125737753259,9.19192484200719,55.0344616533762
49,50,0.0005,5,5,62.33361724485834,63.669399812997106,9.120374691055481,53.21324226655156,9.23727617493595,54.43212348294546
50,51,0.0005,5,5,61.847436652126085,63.99477400262672,9.498193545513843,52.34924304916198,9.270729334957629,54.724044845764894
51,52,0.0005,5,5,60.84780102465526,63.28858699568783,9.306089849357145,51.541711140827964,9.32808838120426,53.96049867193383
52,53,0.0005,5,5,60.75888750926558,62.492101186729336,8.758666687701123,52.000220838799535,9.126467130270349,53.3656344126506
53,54,0.0005,5,5,60.55526416273002,63.03773659395884,8.98391531748944,51.57134878779032,9.318302717553564,53.719433956835644
54,55,0.0005,5,5,60.666171981627684,62.78966490044651,8.98719582500228,51.67897621982069,9.207353344882828,53.58231144640819
55,56,0.0005,5,5,62.02115231249706,62.98501945403685,9.051038989101547,52.9701134095709,9.295805758740528,53.68921339655497
56,57,0.0005,5,5,61.43765768947372,62.35507408969374,8.27254008097821,53.16511793021696,9.259567570973593,53.09550669107092
57,58,0.0005,5,5,59.79882403454149,62.42744432012719,9.53310011093875,50.26572379146714,9.274389186537409,53.153055168059936
58,59,0.0005,5,5,60.04488317650485,62.3438342450613,9.202639413167196,50.84224383802299,9.324006086372467,53.01982824486422
59,60,0.0005,5,5,61.92054891011801,61.98232839193689,9.928347736956125,51.99220096634095,9.405014859624655,52.57731325080596
60,61,0.0005,5,5,59.74337341124753,61.42485138307135,8.837295624146979,50.90607785604086,9.260406321789844,52.16444498085114
61,62,0.0005,5,5,59.55506772880094,61.71092251697218,8.514488932598068,51.04057870428246,9.35696914971593,52.35395293637931
62,63,0.0005,5,5,58.98802226422781,61.333170557596596,9.507117581654745,49.48090433787151,9.479845673204904,51.85332466033568
63,64,0.0005,5,5,60.1942173142031,61.63321258361081,9.539627707148172,50.65458941172405,9.461981888276984,52.17123077576419
64,65,0.0005,5,5,59.47972777952631,61.455288209110854,9.14282223689987,50.33690572072224,9.46305888532156,51.99222950763013
65,66,0.0005,5,5,59.29549182753965,61.1931353189859,10.066570373902838,49.22892172939806,9.514658227024308,51.67847704600139
66,67,0.0005,5,5,58.62531661987305,61.17376764136625,9.982810968376068,48.64250523211008,9.404633774814835,51.76913369420063
67,68,0.0005,5,5,58.4200542403991,60.99200117731669,10.124904827899243,48.295149584850634,9.366335328803006,51.62566587149379
68,69,0.0005,5,5,59.12035480177546,60.91550045702831,9.495301700500121,49.625053038080054,9.48991331996688,51.42558718302164
69,70,0.0005,5,5,58.331805355577586,60.96197247792439,9.608156623610531,48.72364843897073,9.455752326781491,51.506220300513576
70,71,0.0005,5,5,58.14352550276791,60.01622312614717,10.057266735168824,48.08625883079437,9.3756606377751,50.64056263199772
71,72,0.0005,5,5,58.085868973329845,60.13354965577643,9.488644755030252,48.597223948283364,9.514032714338187,50.6195171540042
72,73,0.0005,5,5,60.69434522146202,60.31344875657415,10.149145769785685,50.545199405716126,9.718880825732128,50.59456786190171
73,74,0.0005,5,5,58.091218925384155,60.602725247302686,9.888012409210205,48.20320648744882,9.569343273898205,51.03338195616941
74,75,0.0005,5,5,57.437206590032005,60.15996510149485,9.601394302873727,47.835812350353564,9.494039638932929,50.66592519829072
75,76,0.0005,5,5,58.2095569013113,60.02567534848868,8.442519480923572,49.76703721931182,9.511943909059088,50.51373157731022
76,77,0.0005,5,5,57.159488172416225,60.304920150573,9.88277447367289,47.276713612567946,9.664730043296354,50.640189848750474
77,78,0.0005,5,5,57.24237009990646,59.8229602216238,9.138651462922613,48.10371870017914,9.701819781797479,50.121140491531555
78,79,0.0005,5,5,57.67524043623224,59.105941818421144,10.00086110471243,47.67437907299364,9.524629713541055,49.58131206466491
79,80,0.0005,5,5,58.33285209931523,59.86217305746423,9.483178265123483,48.84967374227133,9.606529281800052,50.25564382162439
80,81,0.0005,5,5,57.406226698174535,59.54294397744788,9.617956029363425,47.78827065157603,9.612221292702548,49.93072261580502
81,82,0.0005,5,5,57.851895573627516,59.771820573921666,9.233050185513784,48.61884542258389,9.827812269509558,49.94400847101786
82,83,0.0005,5,5,57.39415865059359,58.98942124699972,9.444579227861151,47.949579261871705,9.740751645651208,49.2486698196595
83,84,0.0005,5,5,57.136299087340575,58.82536279149802,10.47068266121738,46.665616161852,9.477425810802414,49.347937204751624
84,85,0.0005,5,5,56.91826648022755,59.11630239831396,9.808788793632782,47.10947804278638,9.731955924666071,49.384346284062026
85,86,0.0005,5,5,56.18573572549475,58.742674999926464,9.59341027363237,46.59232544037233,9.818969715072448,48.92370513548334
86,87,0.0005,5,5,57.47098371206996,58.57536237785615,9.199393858392554,48.27158946301564,9.572382180087537,49.00298033564924
87,88,0.0005,5,5,55.96462245159839,58.99884157295687,9.692049934203366,46.27257257484528,9.763062982674105,49.235778509852395
88,89,0.0005,5,5,57.353563009974465,58.914399572165614,9.291783838386996,48.06177913711732,9.780188956892633,49.13421033376671
89,90,0.0005,5,5,56.483791397278566,58.210114260753954,10.687092735106686,45.79669869664204,9.794749236968627,48.415365012295275
90,91,0.0005,5,5,58.31338519360646,58.31152481630624,9.236673751509333,49.07671163168298,9.76785809160715,48.54366683959961
91,92,0.0005,5,5,56.50138501086867,57.73684191416545,9.286451086940536,47.21493378604751,9.483779120158,48.25306292614305
92,93,0.0005,5,5,56.39865034172334,58.02304982564535,9.665732320532742,46.732918153326196,9.593011999704752,48.43003783168563
93,94,0.0005,5,5,56.60025773565453,57.69164285315088,9.646129826465286,46.954127966639504,9.734236159956598,47.95740690576025
94,95,0.0005,5,5,56.09949962202325,57.637382231562974,9.357994441526483,46.74150505985122,9.744996599404208,47.89238575854933
95,96,0.0005,5,5,56.009471709469715,59.722285580922325,9.480685423655682,46.52878630304911,10.005061115127011,49.71722419003406
96,97,0.0005,5,5,55.152239650128834,57.90981844247106,9.288824564003082,45.86341513208596,9.724720719348953,48.18509775184723
97,98,0.0005,5,5,54.830781500023534,57.239072454981056,9.82960233343653,45.00117897125612,9.766041749931244,47.47303073377494
98,99,0.0005,5,5,54.9185774010348,57.06315879362175,9.452324850013458,45.46625279805746,9.72270650748747,47.340452355074596
99,100,0.0005,5,5,55.36351091315947,57.12213116381542,9.768208273922104,45.595302627747316,9.738965264285904,47.38316597995988
100,1,0.001,5,5,115.30045962046428,124.31464790436159,3.4697983351098487,111.83066126811936,3.2757581044212882,121.0388899653791
101,2,0.001,5,5,102.17442519406238,108.16898915853845,5.839912133044507,96.33451305527285,4.6143275800957735,103.55466139460185
102,3,0.001,5,5,94.4894016679511,99.40190326736634,7.718264056975583,86.77113714562842,5.999308310359357,93.40259519829807
103,4,0.001,5,5,86.66037474482893,92.45489685793957,7.374147191105119,79.28622772032956,6.793179914175746,85.66171701270413
104,5,0.001,5,5,83.25736723750471,87.55774449727622,6.488903499511351,76.76846373224834,6.787409466433238,80.77033500211785
105,6,0.001,5,5,82.41590651546616,85.01646630160779,7.5488767451550585,74.86702962668545,7.297349343816918,77.71911708418145
106,7,0.001,5,5,79.40008586286062,82.80335290747952,7.947486923401614,71.45259870965796,7.482459332569536,75.32089320722832
107,8,0.001,5,5,77.76637621960008,81.25769589895225,8.173716533614929,69.5926599617464,7.88145156079028,73.37624382110964
108,9,0.001,5,5,76.86102919980704,79.92881756518261,8.047763571681747,68.81326551322478,7.762284031833511,72.166533734425
109,10,0.001,5,5,76.63114115703537,79.04306241690395,8.401918583605664,68.22922240107893,8.137370551925107,70.90569185923381
110,11,0.001,5,5,75.42664180893496,78.900763132486,7.213257312774658,68.21338474319641,8.013161544340203,70.88760173751648
111,12,0.001,5,5,73.68461627270801,76.40398485114775,7.769163378749985,65.9154527962926,7.8818355410932055,68.5221491434488
112,13,0.001,5,5,72.79412759068501,75.73365829651614,7.460555593651462,65.33357183617282,8.085975934223956,67.64768205206079
113,14,0.001,5,5,72.68253257475703,75.01692755825549,8.174467121262149,64.50806560286556,8.051950960274203,66.96497648308076
114,15,0.001,5,5,72.03078662918274,74.53157774224339,7.818214198192918,64.21257276420134,8.182137265262833,66.34944051719573
115,16,0.001,5,5,72.21658628532685,74.48042904038027,7.791564412863858,64.42502175756248,8.047646149095282,66.4327827821295
116,17,0.001,5,5,71.40197923959019,73.8609825042357,7.345119844000023,64.05685934962996,8.151423816221307,65.70955883164004
117,18,0.001,5,5,69.96004927301982,73.57635516430958,8.711768845477737,61.24828030689653,8.464159040565951,65.11219617544887
118,19,0.001,5,5,69.68185806274414,72.74796345722244,9.706356554146273,59.975501508597866,8.14797375001103,64.59998987956219
119,20,0.001,5,5,70.24761080454631,71.91366825333562,8.787913626935108,61.45969689610493,8.432873249053955,63.48079504449684
120,21,0.001,5,5,68.3583554647055,72.34375,9.295155657343118,59.06319965224668,8.747137971671231,63.59661198811359
121,22,0.001,5,5,69.60033972866565,71.51734005112246,8.312911372586905,61.2874280171222,8.575526794755316,62.94181267611952
122,23,0.001,5,5,69.52098299509072,70.57125748783709,8.038788393319372,61.48219478561217,8.518257077917996,62.053000760365684
123,24,0.001,5,5,68.50176896244646,70.71943526670157,8.335135747151202,60.16663323827537,8.666660550128983,62.05277477402285
124,25,0.001,5,5,68.31742555549346,70.30062204383943,9.723163627716431,58.5942617669163,8.528725055326898,61.77189709766802
125,26,0.001,5,5,68.16543151671628,70.12875522475645,8.762346612401755,59.40308472047369,8.662753306239484,61.466002131082924
126,27,0.001,5,5,67.09324048513389,69.37061944065324,9.06405551175037,58.02918477805264,8.72341402467475,60.64720567450466
127,28,0.001,5,5,66.9444557098021,69.20239648474268,8.660855649465537,58.28360003735646,8.638406431818582,60.56399021378483
128,29,0.001,5,5,68.02202335035945,69.2734873208655,8.375162974897638,59.64686060526285,8.71042797938887,60.56305965745305
129,30,0.001,5,5,67.53432800109128,69.15908992721374,8.084880920777838,59.449447034353234,8.930400612842606,60.22868903286486
130,31,0.001,5,5,66.1449593693377,68.03191922658897,9.447888242193015,56.697071006499144,8.829472007521664,59.202446857130674
131,32,0.001,5,5,66.84115471897356,68.66328379619553,8.614535837288363,58.22661884721503,8.843570479427475,59.81971331676805
132,33,0.001,5,5,64.83506430200784,68.00511247565947,9.399534346109414,55.43552991568324,8.842115425201783,59.162997188338316
133,34,0.001,5,5,64.99629142485469,67.20457361979656,7.834889452141452,57.161401817597536,8.695335985666299,58.509237496249646
134,35,0.001,5,5,64.48663201389543,66.51039169495364,8.399271114763007,56.08736065784132,8.769143190728613,57.74124830314912
135,36,0.001,5,5,64.5214144235634,66.85317193456443,9.151448537068195,55.369966070336034,8.953647130943207,57.899524780641116
136,37,0.001,5,5,65.02691995092185,66.65751473300428,8.981144968285617,56.045774850500635,8.979160245642605,57.678354608007226
137,38,0.001,5,5,64.26490489546075,65.66496552616717,8.499955659889313,55.764949063220655,8.76250925983291,56.902456352509645
138,39,0.001,5,5,65.71931296658803,66.08393427837326,8.92617647906384,56.79313627495823,8.802504183298135,57.28142988825419
139,40,0.001,5,5,64.45152360847197,65.64964027864387,9.075430473649359,55.37609316354774,8.912940582597113,56.73669957540121
140,41,0.001,5,5,64.9913869191365,65.65475450079126,8.669930234012833,56.32145663341844,9.031309501234308,56.6234452121229
141,42,0.001,5,5,64.40229691654802,66.2273293460708,9.812800855521695,54.58949615294675,9.263834786702352,56.96349431233234
142,43,0.001,5,5,63.520719872899804,65.30888283970845,9.28281264132764,54.237907317747556,8.964904572590289,56.343978697995105
143,44,0.001,5,5,62.12385981915945,64.44857103278838,9.116611141756357,53.00724861420781,9.105090727289038,55.34348021357893
144,45,0.001,5,5,62.22418723048934,64.46452175278262,8.773192394210632,53.450994790318504,9.01010498943099,55.454416619725976
145,46,0.001,5,5,62.52749201763107,64.45982921554382,9.296083289456655,53.231408957975454,9.06981931824282,55.390010098376905
146,47,0.001,5,5,62.217152239328406,64.55739041983364,8.738949827401035,53.47820231426193,9.14783848911883,55.40955205710537
147,48,0.001,5,5,64.01222684009966,64.53536982708667,8.726645647761334,55.28558151980481,9.139057699456272,55.39631197825972
148,49,0.001,5,5,62.11629541236234,64.64117785534226,9.343946451164154,52.77234895545316,9.1956139530044,55.44556390233787
149,50,0.001,5,5,62.20274366815406,63.96663095864905,8.379508604486304,53.82323492578713,9.067003744194306,54.89962713402438
150,51,0.001,5,5,61.55247212605304,63.35438413505094,9.45397387355207,52.09849805717008,9.009455910648208,54.34492802907185
151,52,0.001,5,5,61.188656680555226,63.77268462583243,8.5165011222104,52.67215586283121,9.266272447195398,54.50641218438206
152,53,0.001,5,5,61.71892570587526,63.47788900352386,9.071584885378918,52.64734084347644,9.26153896515628,54.21634972813618
153,54,0.001,5,5,61.06587283582572,63.156405621264355,8.87216567993164,52.1937072478145,9.291072052645395,53.865333465208494
154,55,0.001,5,5,61.77882504750447,62.99845100310912,8.73241198781025,53.04641296202878,9.052379217492529,53.94607194647732
155,56,0.001,5,5,61.15831797955984,63.501798744661265,8.781877879636834,52.37644034695913,9.119512259242047,54.3822863934988
156,57,0.001,5,5,60.25189011355481,63.22675511923181,9.173183912254242,51.07870625875082,9.325426888753134,53.90132805238287
157,58,0.001,5,5,60.67502860563347,63.182972459907994,8.587062318641019,52.087966367422815,9.427536906966244,53.755435300160606
158,59,0.001,5,5,60.87111548917839,62.38411253044404,9.006413827459497,51.864701650228845,9.276365659323083,53.10774672175028
159,60,0.001,5,5,59.92352235173605,61.76189873017461,8.386264548244247,51.53725773455149,9.146015017865652,52.6158837008189
160,61,0.001,5,5,60.08953880401979,61.540134383971434,8.843617123293589,51.24592162902097,9.472189328756677,52.06794529650585
161,62,0.001,5,5,60.464500519166506,62.332493425851844,8.960786606892047,51.503713998449854,9.31612133692546,53.01637240490282
162,63,0.001,5,5,59.52856767033956,62.049283590661474,9.988216899963746,49.540350994431826,9.345908888851303,52.70337460988976
163,64,0.001,5,5,59.27810213939253,61.90147000048534,9.087044600980828,50.19105741202113,9.3672132836767,52.5342564640275
164,65,0.001,5,5,59.42891876956067,61.46465512930629,9.869825673390585,49.55909319958055,9.494954591774079,51.969700640942676
165,66,0.001,5,5,59.25267800940088,61.560400261936415,9.403166701994747,49.84951115803546,9.313472747802734,52.246927238372436
166,67,0.001,5,5,58.999710772410936,61.4412469059588,9.418971337467791,49.58073926259236,9.531998571143093,51.909248306090575
167,68,0.001,5,5,59.7962697959808,60.97274265519108,10.001083483178931,49.79518623811653,9.391770460519446,51.580972142966395
168,69,0.001,5,5,59.63832648403673,61.210070092994044,8.779057020164398,50.859269452382286,9.634183366614652,51.575886737869446
169,70,0.001,5,5,59.219163044389475,60.74464103974492,8.967349305210343,50.25181354384824,9.499191186514246,51.245449847485645
170,71,0.001,5,5,58.119296154343935,60.17304105643766,9.741683810590262,48.377612010542165,9.390581205666784,50.782459856515906
171,72,0.001,5,5,58.47761131194701,60.633189741387426,8.964343185884406,49.51326811457255,9.555582046508789,51.07760787871947
172,73,0.001,5,5,57.89957437170557,60.77693033792887,9.112353278929929,48.78722094340497,9.352162366890045,51.424768011254
173,74,0.001,5,5,58.54789481105575,60.44234117255154,9.573977430182767,48.97391744406826,9.397353258477636,51.044987873858716
174,75,0.001,5,5,59.50746030692594,60.09137689061912,9.879665845847992,49.627794541508315,9.811495861375189,50.2798808454031
175,76,0.001,5,5,57.51247199184923,60.48544256371188,9.291536072650588,48.220936005374035,9.644742822072592,50.84069980483457
176,77,0.001,5,5,57.42994901358363,59.38051789065442,9.012601875397095,48.41734677050487,9.518856243914868,49.86166170418981
177,78,0.001,5,5,57.88241402499647,60.1096953426499,10.753628891634653,47.12878567339426,9.662759453417307,50.446935998388085
178,79,0.001,5,5,57.55307806543557,59.59698486328125,9.515452505594277,48.03762541621565,9.657467928277441,49.939516825848315
179,80,0.001,5,5,57.63270623999906,59.56766013639519,8.948848448603986,48.68385769947466,9.492641322584037,50.075018641460375
180,81,0.001,5,5,58.473972688238305,59.48348502653191,9.47573093046625,48.998241654361586,9.591428532657853,49.89205649961908
181,82,0.001,5,5,59.12250960016825,59.31199673572218,8.918849899108151,50.203659517219265,9.614217850099127,49.69777890860316
182,83,0.001,5,5,57.67916470263378,59.12268879901932,9.235987146216702,48.44317718873541,9.615924335387817,49.50676433149591
183,84,0.001,5,5,57.1109194927905,59.49809191600386,10.34739085277879,46.76352882385254,9.548044135771603,49.950047964073086
184,85,0.001,5,5,57.11777367649308,59.429860724024024,9.288552140615073,47.82922156460314,9.696247187005469,49.733613370412804
185,86,0.001,5,5,57.5101289864046,58.788982575198254,9.341929194438888,48.16819963110498,9.60273918473577,49.18624308023108
186,87,0.001,5,5,57.00376855321677,59.38797502632601,9.742049234459198,47.26171941642301,9.631673847336367,49.756301259420006
187,88,0.001,5,5,56.718215620661354,59.23646706270884,10.340675928506506,46.3775399908962,9.756573550672416,49.4798933741558
188,89,0.001,5,5,56.75060483633754,58.93440669415945,9.32915002179433,47.42145471687777,9.569722658180329,49.36468409342938
189,90,0.001,5,5,56.30778999788215,58.827113094100035,10.25351828264903,46.0542714222368,9.794260099709753,49.03285290821489
190,91,0.001,5,5,56.17994014326349,58.65019203094115,10.157439197402402,46.022501037781495,9.80256513802402,48.84762669758624
191,92,0.001,5,5,56.87600726391896,58.3104408448001,9.864232407995017,47.01177477549358,9.679814246763666,48.630626724427
192,93,0.001,5,5,56.29653912279979,58.634789340467336,9.434035714850369,46.862503649240516,9.886907560279571,48.74788194679352
193,94,0.001,5,5,55.645745610616295,57.852167658058995,10.100927846977509,45.544817867049254,9.71697911871485,48.13518836699336
194,95,0.001,5,5,57.732518253556215,58.422121300754775,10.577814872006336,47.15470330111952,9.746081530329693,48.6760397302099
195,96,0.001,5,5,57.87534649400826,57.723284663924254,9.883819327296981,47.99152725863169,9.765273352703415,47.95801139739623
196,97,0.001,5,5,55.116083260042124,57.46568495968738,9.417498398976154,45.69858507363193,9.76201134991933,47.70367335124188
197,98,0.001,5,5,55.630777152187854,57.55444244017084,9.821402009711209,45.80937532631748,9.810331034373087,47.7441113943077
198,99,0.001,5,5,55.12700221050216,57.85902220944324,10.517838340207755,44.60916406562529,9.875993395426187,47.983028825507105
199,100,0.001,5,5,55.11441839746682,57.35047112890037,9.928334850862802,45.186083368508214,9.754886161850159,47.59558473150414
200,1,0.0025,5,5,114.15216193141707,127.09613165797957,3.437877993985831,110.7142844142684,2.721066633082298,124.37506517157497
201,2,0.0025,5,5,100.9068706466491,109.1237231335008,5.097387733229672,95.8094826204231,4.584003592111978,104.53971954713384
202,3,0.0025,5,5,93.16606595142778,98.31201392483999,5.677205137459628,87.48886076226292,5.946598001273282,92.36541646934417
203,4,0.0025,5,5,89.52194829733975,92.29096994055323,7.166620151106134,82.35532801984304,7.035260849688426,85.25570926896062
204,5,0.0025,5,5,84.01608331519436,87.70387424331113,7.38823133491608,76.62785187686782,7.031332400907953,80.67254183665816
205,6,0.0025,5,5,81.02971189567842,85.49699162862387,8.056255668042654,72.97345623338079,7.184977244181805,78.31201424656145
206,7,0.0025,5,5,80.70770323420146,83.03918980977622,6.839700940143631,73.86800191488611,7.497358379593814,75.54183192425464
207,8,0.0025,5,5,79.69986600760954,81.71195891966303,7.331988627652088,72.3678774546428,7.534689374716885,74.17726916577442
208,9,0.0025,5,5,77.75291373930781,80.09607236931123,8.591029804873179,69.16188389421946,7.715504123503903,72.3805688145649
209,10,0.0025,5,5,77.72194483194006,78.39061828980962,7.76556949730379,69.95637535187136,7.782709868557482,70.60790840976209
210,11,0.0025,5,5,76.06600901592209,78.97511089278991,7.470481039529823,68.59552810852786,8.017107561410192,70.95800335435982
211,12,0.0025,5,5,76.46395377653191,77.28163817991694,8.413574517491352,68.05037937394108,8.108627784683044,69.17301021713808
212,13,0.0025,5,5,75.84328217104257,76.28730488972492,8.935127235320678,66.908154958702,8.031927223665168,68.25537711453725
213,14,0.0025,5,5,73.37609739188689,75.5226127900273,7.552340984344482,65.82375648222774,8.139569357217077,67.38304303640342
214,15,0.0025,5,5,73.43530287225562,75.95989958062229,8.849108265106937,64.58619464736387,8.171499688941312,67.78840030532285
215,16,0.0025,5,5,72.4048601633095,74.5876992466938,8.054022381104618,64.35083789136036,8.359742974660483,66.22795615138777
216,17,0.0025,5,5,71.01575469970703,73.75682614797569,7.388719966612666,63.62703502609069,8.264132712260785,65.49269283248718
217,18,0.0025,5,5,71.5676166120782,72.83470218152885,8.948447060872274,62.61916912032897,8.055816483784872,64.77888585285969
218,19,0.0025,5,5,71.89926611659038,72.8523591742458,9.10889038407659,62.7903754452625,8.361648938742029,64.49071038487446
219,20,0.0025,5,5,70.31961151490728,71.99621246521731,8.64601477657456,61.67359653151179,8.35976061189031,63.63645190503224
220,21,0.0025,5,5,70.00505562288215,72.33159315729716,8.687471992998239,61.317583658609045,8.37710777535496,63.954484870634886
221,22,0.0025,5,5,71.30911705292851,71.88764912249094,7.6717469203903015,63.63737032786909,8.562158124992646,63.32549106643861
222,23,0.0025,5,5,67.94199895284262,70.94488649483186,8.915189381105353,59.026809232780735,8.485815892736596,62.4590709180717
223,24,0.0025,5,5,70.55923530854375,71.00357322233269,8.150618403790945,62.40861685879259,8.465004547532782,62.538569255047534
224,25,0.0025,5,5,69.65450700507107,71.56673100482986,8.959541814873017,60.694965270628416,8.831021624875357,62.73570927079901
225,26,0.0025,5,5,67.60468641533909,70.71085504738681,9.027570856622903,58.57711557595127,8.650685586125018,62.06016926593091
226,27,0.0025,5,5,69.26681619667146,70.07777914943465,8.75912066540086,60.507695485310386,8.467922693275543,61.60985675490046
227,28,0.0025,5,5,67.03422459062324,69.51246560338032,8.257666823375656,58.77655796832349,8.735585798700171,60.776880149381704
228,29,0.0025,5,5,65.92344876944301,68.27320241353598,8.531733346272665,57.39171549785568,8.70683637297297,59.5663666782609
