model;fold;micro_f1;macro_f1;weighted_f1;cm;Imputation;Normalization;PXD
RandomForestClassifier;3;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [1 2 0 1]
 [0 0 0 0]]";KNNImpute;NSAF;PXD006035
LGBMClassifier;3;0.25;0.1;0.4;"[[1 1 1 1]
 [0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]]";KNNImpute;NSAF;PXD006035
LogisticRegression;3;0.0;0.0;0.0;"[[0 0 0 0 0]
 [1 0 1 1 1]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]]";KNNImpute;ComBat;PXD006035
SVC;3;0.0;0.0;0.0;"[[0 0]
 [4 0]]";KNNImpute;ComBat;PXD006035
RandomForestClassifier;3;0.0;0.0;0.0;"[[0 0 0]
 [3 0 1]
 [0 0 0]]";KNNImpute;ComBat;PXD006035
LGBMClassifier;3;0.0;0.0;0.0;"[[0 0 0]
 [3 0 1]
 [0 0 0]]";KNNImpute;ComBat;PXD006035
LogisticRegression;3;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [2 1 0 1]
 [0 0 0 0]]";KNNImpute;Quantile;PXD006035
SVC;3;0.0;0.0;0.0;"[[0 0]
 [4 0]]";KNNImpute;Quantile;PXD006035
RandomForestClassifier;3;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [2 2 0]]";KNNImpute;Quantile;PXD006035
LGBMClassifier;3;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [2 1 0 1]
 [0 0 0 0]]";KNNImpute;Quantile;PXD006035
LogisticRegression;3;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [1 2 0 1]
 [0 0 0 0]]";KNNImpute;Median Norm;PXD006035
SVC;3;0.0;0.0;0.0;"[[0 0]
 [4 0]]";KNNImpute;Median Norm;PXD006035
RandomForestClassifier;3;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 3 0]]";KNNImpute;Median Norm;PXD006035
LGBMClassifier;3;0.25;0.1;0.4;"[[0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]
 [1 1 1 1]]";KNNImpute;Median Norm;PXD006035
LogisticRegression;3;0.5;0.3333333333333333;0.6666666666666666;"[[0 0]
 [2 2]]";PCA;NSAF;PXD006035
SVC;3;0.0;0.0;0.0;"[[0 0]
 [4 0]]";PCA;NSAF;PXD006035
RandomForestClassifier;3;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [2 2 0]]";PCA;NSAF;PXD006035
LGBMClassifier;3;0.25;0.1;0.4;"[[0 0 0 0]
 [0 0 0 0]
 [1 1 1 1]
 [0 0 0 0]]";PCA;NSAF;PXD006035
LogisticRegression;3;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [2 1 0 1]
 [0 0 0 0]]";PCA;ComBat;PXD006035
SVC;3;0.0;0.0;0.0;"[[0 0 0]
 [3 0 1]
 [0 0 0]]";PCA;ComBat;PXD006035
RandomForestClassifier;3;0.0;0.0;0.0;"[[0 0]
 [4 0]]";PCA;ComBat;PXD006035
LGBMClassifier;3;0.0;0.0;0.0;"[[0 0]
 [4 0]]";PCA;ComBat;PXD006035
LogisticRegression;3;0.5;0.3333333333333333;0.6666666666666666;"[[0 0]
 [2 2]]";PCA;Quantile;PXD006035
SVC;3;0.0;0.0;0.0;"[[0 0]
 [4 0]]";PCA;Quantile;PXD006035
RandomForestClassifier;3;0.0;0.0;0.0;"[[0 0]
 [4 0]]";PCA;Quantile;PXD006035
LGBMClassifier;3;0.75;0.4285714285714285;0.8571428571428571;"[[0 0]
 [1 3]]";PCA;Quantile;PXD006035
LogisticRegression;3;0.5;0.3333333333333333;0.6666666666666666;"[[0 0]
 [2 2]]";PCA;Median Norm;PXD006035
SVC;3;0.0;0.0;0.0;"[[0 0]
 [4 0]]";PCA;Median Norm;PXD006035
RandomForestClassifier;3;0.0;0.0;0.0;"[[0 0]
 [4 0]]";PCA;Median Norm;PXD006035
LGBMClassifier;3;0.0;0.0;0.0;"[[0 0]
 [4 0]]";PCA;Median Norm;PXD006035
LogisticRegression;4;1.0;1.0;1.0;[[24]];KNN+LOD;NSAF;PXD008719
SVC;4;1.0;1.0;1.0;[[24]];KNN+LOD;NSAF;PXD008719
RandomForestClassifier;4;1.0;1.0;1.0;[[24]];KNN+LOD;NSAF;PXD008719
LGBMClassifier;4;1.0;1.0;1.0;[[24]];KNN+LOD;NSAF;PXD008719
LogisticRegression;4;0.0;0.0;0.0;"[[ 0  0]
 [24  0]]";KNN+LOD;ComBat;PXD008719
SVC;4;0.0;0.0;0.0;"[[ 0  0]
 [24  0]]";KNN+LOD;ComBat;PXD008719
RandomForestClassifier;4;0.4166666666666667;0.2941176470588235;0.5882352941176471;"[[ 0  0]
 [14 10]]";KNN+LOD;ComBat;PXD008719
LGBMClassifier;4;0.0;0.0;0.0;"[[ 0  0  0]
 [23  0  1]
 [ 0  0  0]]";KNN+LOD;ComBat;PXD008719
LogisticRegression;4;1.0;1.0;1.0;[[24]];KNN+LOD;Quantile;PXD008719
SVC;4;1.0;1.0;1.0;[[24]];KNN+LOD;Quantile;PXD008719
RandomForestClassifier;4;1.0;1.0;1.0;[[24]];KNN+LOD;Quantile;PXD008719
LGBMClassifier;4;1.0;1.0;1.0;[[24]];KNN+LOD;Quantile;PXD008719
LogisticRegression;4;1.0;1.0;1.0;[[24]];KNN+LOD;Median Norm;PXD008719
SVC;4;1.0;1.0;1.0;[[24]];KNN+LOD;Median Norm;PXD008719
RandomForestClassifier;4;1.0;1.0;1.0;[[24]];KNN+LOD;Median Norm;PXD008719
LGBMClassifier;4;1.0;1.0;1.0;[[24]];KNN+LOD;Median Norm;PXD008719
LogisticRegression;4;1.0;1.0;1.0;[[24]];PCA+LOD;NSAF;PXD008719
SVC;4;1.0;1.0;1.0;[[24]];PCA+LOD;NSAF;PXD008719
RandomForestClassifier;4;1.0;1.0;1.0;[[24]];PCA+LOD;NSAF;PXD008719
LGBMClassifier;4;0.4583333333333333;0.0698412698412698;0.6285714285714286;"[[ 0  0  0  0  0  0  0  0  0]
 [ 2 11  4  1  1  1  1  1  2]
 [ 0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0]]";PCA+LOD;NSAF;PXD008719
LogisticRegression;4;0.0;0.0;0.0;"[[ 0  0]
 [24  0]]";PCA+LOD;ComBat;PXD008719
SVC;4;0.0;0.0;0.0;"[[ 0  0]
 [24  0]]";PCA+LOD;ComBat;PXD008719
RandomForestClassifier;4;0.5;0.3333333333333333;0.6666666666666666;"[[ 0  0]
 [12 12]]";PCA+LOD;ComBat;PXD008719
LGBMClassifier;4;0.1666666666666666;0.0317460317460317;0.2857142857142857;"[[0 0 0 0 0 0 0 0 0]
 [6 4 1 4 1 1 3 3 1]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]]";PCA+LOD;ComBat;PXD008719
LogisticRegression;4;1.0;1.0;1.0;[[24]];PCA+LOD;Quantile;PXD008719
SVC;4;1.0;1.0;1.0;[[24]];PCA+LOD;Quantile;PXD008719
RandomForestClassifier;4;1.0;1.0;1.0;[[24]];PCA+LOD;Quantile;PXD008719
LGBMClassifier;4;1.0;1.0;1.0;[[24]];PCA+LOD;Quantile;PXD008719
LogisticRegression;4;1.0;1.0;1.0;[[24]];PCA+LOD;Median Norm;PXD008719
SVC;4;1.0;1.0;1.0;[[24]];PCA+LOD;Median Norm;PXD008719
RandomForestClassifier;4;1.0;1.0;1.0;[[24]];PCA+LOD;Median Norm;PXD008719
LGBMClassifier;4;0.625;0.1282051282051282;0.7692307692307693;"[[15  2  2  1  2  2]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]]";PCA+LOD;Median Norm;PXD008719
LogisticRegression;4;1.0;1.0;1.0;[[24]];Shifted Gaussian;NSAF;PXD008719
SVC;4;1.0;1.0;1.0;[[24]];Shifted Gaussian;NSAF;PXD008719
RandomForestClassifier;4;1.0;1.0;1.0;[[24]];Shifted Gaussian;NSAF;PXD008719
LGBMClassifier;4;0.9583333333333334;0.4893617021276595;0.9787234042553192;"[[23  1]
 [ 0  0]]";Shifted Gaussian;NSAF;PXD008719
LogisticRegression;4;0.375;0.0909090909090909;0.5454545454545454;"[[9 1 9 1 1 3]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]]";Shifted Gaussian;ComBat;PXD008719
SVC;4;1.0;1.0;1.0;[[24]];Shifted Gaussian;ComBat;PXD008719
RandomForestClassifier;4;1.0;1.0;1.0;[[24]];Shifted Gaussian;ComBat;PXD008719
LGBMClassifier;4;0.875;0.3111111111111111;0.9333333333333332;"[[21  1  2]
 [ 0  0  0]
 [ 0  0  0]]";Shifted Gaussian;ComBat;PXD008719
LogisticRegression;4;1.0;1.0;1.0;[[24]];Shifted Gaussian;Quantile;PXD008719
SVC;4;1.0;1.0;1.0;[[24]];Shifted Gaussian;Quantile;PXD008719
RandomForestClassifier;4;1.0;1.0;1.0;[[24]];Shifted Gaussian;Quantile;PXD008719
LGBMClassifier;4;1.0;1.0;1.0;[[24]];Shifted Gaussian;Quantile;PXD008719
LogisticRegression;4;1.0;1.0;1.0;[[24]];Shifted Gaussian;Median Norm;PXD008719
SVC;4;1.0;1.0;1.0;[[24]];Shifted Gaussian;Median Norm;PXD008719
RandomForestClassifier;4;1.0;1.0;1.0;[[24]];Shifted Gaussian;Median Norm;PXD008719
LGBMClassifier;4;1.0;1.0;1.0;[[24]];Shifted Gaussian;Median Norm;PXD008719
LogisticRegression;4;0.2916666666666667;0.0564516129032258;0.4516129032258064;"[[0 0 0 0 0 0 0 0]
 [2 7 7 2 1 1 3 1]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]]";KNNImpute;NSAF;PXD008719
SVC;4;1.0;1.0;1.0;[[24]];KNNImpute;NSAF;PXD008719
RandomForestClassifier;4;0.7083333333333334;0.1658536585365853;0.8292682926829268;"[[ 0  0  0  0  0]
 [ 3 17  2  1  1]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]]";KNNImpute;NSAF;PXD008719
LGBMClassifier;4;0.2916666666666667;0.050179211469534;0.4516129032258064;"[[0 0 0 0 0 0 0 0 0]
 [1 7 1 1 6 2 1 2 3]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]]";KNNImpute;NSAF;PXD008719
LogisticRegression;4;0.0;0.0;0.0;"[[0 0 0 0 0 0 0 0 0]
 [2 0 4 4 6 3 1 3 1]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]]";KNNImpute;ComBat;PXD008719
SVC;4;0.2916666666666667;0.1505376344086021;0.4516129032258064;"[[ 0  0  0]
 [15  7  2]
 [ 0  0  0]]";KNNImpute;ComBat;PXD008719
RandomForestClassifier;4;0.25;0.08;0.4000000000000001;"[[ 0  0  0  0  0]
 [15  6  1  1  1]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]]";KNNImpute;ComBat;PXD008719
LGBMClassifier;4;0.2916666666666667;0.050179211469534;0.4516129032258064;"[[0 0 0 0 0 0 0 0 0]
 [8 7 3 1 1 1 1 1 1]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]]";KNNImpute;ComBat;PXD008719
LogisticRegression;4;0.25;0.08;0.4000000000000001;"[[0 0 0 0 0]
 [7 6 2 2 7]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]]";KNNImpute;Quantile;PXD008719
SVC;4;1.0;1.0;1.0;[[24]];KNNImpute;Quantile;PXD008719
RandomForestClassifier;4;0.5833333333333334;0.3684210526315789;0.7368421052631579;"[[ 0  0]
 [10 14]]";KNNImpute;Quantile;PXD008719
LGBMClassifier;4;0.1666666666666666;0.0259740259740259;0.2857142857142857;"[[0 0 0 0 0 0 0 0 0 0 0]
 [4 4 2 6 2 1 1 1 1 1 1]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]";KNNImpute;Quantile;PXD008719
LogisticRegression;4;0.4583333333333333;0.0698412698412698;0.6285714285714286;"[[11  1  2  2  1  1  1  3  2]
 [ 0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0]]";KNNImpute;Median Norm;PXD008719
SVC;4;1.0;1.0;1.0;[[24]];KNNImpute;Median Norm;PXD008719
RandomForestClassifier;4;0.875;0.3111111111111111;0.9333333333333332;"[[ 0  0  0]
 [ 1 21  2]
 [ 0  0  0]]";KNNImpute;Median Norm;PXD008719
LGBMClassifier;4;0.3333333333333333;0.0555555555555555;0.5;"[[0 0 0 0 0 0 0 0 0]
 [1 8 4 1 1 3 1 2 3]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]]";KNNImpute;Median Norm;PXD008719
LogisticRegression;4;0.9583333333333334;0.4893617021276595;0.9787234042553192;"[[23  1]
 [ 0  0]]";PCA;NSAF;PXD008719
SVC;4;1.0;1.0;1.0;[[24]];PCA;NSAF;PXD008719
RandomForestClassifier;4;1.0;1.0;1.0;[[24]];PCA;NSAF;PXD008719
LGBMClassifier;4;0.875;0.4666666666666667;0.9333333333333332;"[[21  3]
 [ 0  0]]";PCA;NSAF;PXD008719
LogisticRegression;4;0.0;0.0;0.0;"[[ 0  0  0  0  0]
 [19  0  2  1  2]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]]";PCA;ComBat;PXD008719
SVC;4;0.0;0.0;0.0;"[[ 0  0  0  0]
 [ 4  0  6 14]
 [ 0  0  0  0]
 [ 0  0  0  0]]";PCA;ComBat;PXD008719
RandomForestClassifier;4;0.375;0.1818181818181818;0.5454545454545454;"[[0 0 0]
 [9 9 6]
 [0 0 0]]";PCA;ComBat;PXD008719
LGBMClassifier;4;0.0;0.0;0.0;"[[ 0  0  0  0]
 [10  0  5  9]
 [ 0  0  0  0]
 [ 0  0  0  0]]";PCA;ComBat;PXD008719
LogisticRegression;4;1.0;1.0;1.0;[[24]];PCA;Quantile;PXD008719
SVC;4;1.0;1.0;1.0;[[24]];PCA;Quantile;PXD008719
RandomForestClassifier;4;1.0;1.0;1.0;[[24]];PCA;Quantile;PXD008719
LGBMClassifier;4;0.9166666666666666;0.3188405797101449;0.9565217391304348;"[[22  1  1]
 [ 0  0  0]
 [ 0  0  0]]";PCA;Quantile;PXD008719
LogisticRegression;4;1.0;1.0;1.0;[[24]];PCA;Median Norm;PXD008719
SVC;4;1.0;1.0;1.0;[[24]];PCA;Median Norm;PXD008719
RandomForestClassifier;4;1.0;1.0;1.0;[[24]];PCA;Median Norm;PXD008719
LGBMClassifier;4;0.9166666666666666;0.3188405797101449;0.9565217391304348;"[[22  1  1]
 [ 0  0  0]
 [ 0  0  0]]";PCA;Median Norm;PXD008719
LogisticRegression;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";KNN+LOD;NSAF;PXD006591
SVC;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";KNN+LOD;NSAF;PXD006591
RandomForestClassifier;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";KNN+LOD;NSAF;PXD006591
LGBMClassifier;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";KNN+LOD;NSAF;PXD006591
LogisticRegression;5;0.0;0.0;0.0;"[[0 0 0 0]
 [2 0 1 3]
 [0 0 0 0]
 [0 0 0 0]]";KNN+LOD;ComBat;PXD006591
SVC;5;0.0;0.0;0.0;"[[0 0 0]
 [3 0 3]
 [0 0 0]]";KNN+LOD;ComBat;PXD006591
RandomForestClassifier;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";KNN+LOD;ComBat;PXD006591
LGBMClassifier;5;0.0;0.0;0.0;"[[0 0 0 0 0]
 [1 0 1 3 1]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]]";KNN+LOD;ComBat;PXD006591
LogisticRegression;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";KNN+LOD;Quantile;PXD006591
SVC;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";KNN+LOD;Quantile;PXD006591
RandomForestClassifier;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";KNN+LOD;Quantile;PXD006591
LGBMClassifier;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";KNN+LOD;Quantile;PXD006591
LogisticRegression;5;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [2 4 0]]";KNN+LOD;Median Norm;PXD006591
SVC;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";KNN+LOD;Median Norm;PXD006591
RandomForestClassifier;5;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 5 0]]";KNN+LOD;Median Norm;PXD006591
LGBMClassifier;5;0.0;0.0;0.0;"[[0 0 0 0]
 [4 0 1 1]
 [0 0 0 0]
 [0 0 0 0]]";KNN+LOD;Median Norm;PXD006591
LogisticRegression;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";PCA+LOD;NSAF;PXD006591
SVC;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";PCA+LOD;NSAF;PXD006591
RandomForestClassifier;5;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [3 3 0]]";PCA+LOD;NSAF;PXD006591
LGBMClassifier;5;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 5 0]]";PCA+LOD;NSAF;PXD006591
LogisticRegression;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";PCA+LOD;ComBat;PXD006591
SVC;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";PCA+LOD;ComBat;PXD006591
RandomForestClassifier;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";PCA+LOD;ComBat;PXD006591
LGBMClassifier;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";PCA+LOD;ComBat;PXD006591
LogisticRegression;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";PCA+LOD;Quantile;PXD006591
SVC;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";PCA+LOD;Quantile;PXD006591
RandomForestClassifier;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";PCA+LOD;Quantile;PXD006591
LGBMClassifier;5;0.1666666666666666;0.0952380952380952;0.2857142857142857;"[[0 0 0]
 [1 1 4]
 [0 0 0]]";PCA+LOD;Quantile;PXD006591
LogisticRegression;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";PCA+LOD;Median Norm;PXD006591
SVC;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";PCA+LOD;Median Norm;PXD006591
RandomForestClassifier;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";PCA+LOD;Median Norm;PXD006591
LGBMClassifier;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";PCA+LOD;Median Norm;PXD006591
LogisticRegression;5;0.0;0.0;0.0;"[[0 6]
 [0 0]]";Shifted Gaussian;NSAF;PXD006591
SVC;5;0.0;0.0;0.0;"[[0 0 0]
 [5 0 1]
 [0 0 0]]";Shifted Gaussian;NSAF;PXD006591
RandomForestClassifier;5;0.0;0.0;0.0;"[[0 6]
 [0 0]]";Shifted Gaussian;NSAF;PXD006591
LGBMClassifier;5;0.0;0.0;0.0;"[[0 6]
 [0 0]]";Shifted Gaussian;NSAF;PXD006591
LogisticRegression;5;0.0;0.0;0.0;"[[0 0 0]
 [1 0 5]
 [0 0 0]]";Shifted Gaussian;ComBat;PXD006591
SVC;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";Shifted Gaussian;ComBat;PXD006591
RandomForestClassifier;5;0.0;0.0;0.0;"[[0 6]
 [0 0]]";Shifted Gaussian;ComBat;PXD006591
LGBMClassifier;5;0.0;0.0;0.0;"[[0 0 0 0]
 [2 0 3 1]
 [0 0 0 0]
 [0 0 0 0]]";Shifted Gaussian;ComBat;PXD006591
LogisticRegression;5;0.0;0.0;0.0;"[[0 6]
 [0 0]]";Shifted Gaussian;Quantile;PXD006591
SVC;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";Shifted Gaussian;Quantile;PXD006591
RandomForestClassifier;5;0.0;0.0;0.0;"[[0 0 0]
 [5 0 1]
 [0 0 0]]";Shifted Gaussian;Quantile;PXD006591
LGBMClassifier;5;0.0;0.0;0.0;"[[0 1 5]
 [0 0 0]
 [0 0 0]]";Shifted Gaussian;Quantile;PXD006591
LogisticRegression;5;0.0;0.0;0.0;"[[0 0 0]
 [1 0 5]
 [0 0 0]]";Shifted Gaussian;Median Norm;PXD006591
SVC;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";Shifted Gaussian;Median Norm;PXD006591
RandomForestClassifier;5;0.0;0.0;0.0;"[[0 0 0]
 [3 0 3]
 [0 0 0]]";Shifted Gaussian;Median Norm;PXD006591
LGBMClassifier;5;0.0;0.0;0.0;"[[0 4 1 1]
 [0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]]";Shifted Gaussian;Median Norm;PXD006591
LogisticRegression;5;0.0;0.0;0.0;"[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [1 1 1 0 1 1 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]";KNNImpute;NSAF;PXD006591
SVC;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";KNNImpute;NSAF;PXD006591
RandomForestClassifier;5;0.0;0.0;0.0;"[[0 0 0 0]
 [4 0 1 1]
 [0 0 0 0]
 [0 0 0 0]]";KNNImpute;NSAF;PXD006591
LGBMClassifier;5;0.0;0.0;0.0;"[[0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [2 1 1 0 1 1]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]]";KNNImpute;NSAF;PXD006591
LogisticRegression;5;0.0;0.0;0.0;"[[0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [2 1 1 0 1 1]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]]";KNNImpute;ComBat;PXD006591
SVC;5;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 5 0]]";KNNImpute;ComBat;PXD006591
RandomForestClassifier;5;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]
 [3 2 1 0]]";KNNImpute;ComBat;PXD006591
LGBMClassifier;5;0.0;0.0;0.0;"[[0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [1 1 1 2 0 1]
 [0 0 0 0 0 0]]";KNNImpute;ComBat;PXD006591
LogisticRegression;5;0.0;0.0;0.0;"[[0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [1 2 1 1 0 1]
 [0 0 0 0 0 0]]";KNNImpute;Quantile;PXD006591
SVC;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";KNNImpute;Quantile;PXD006591
RandomForestClassifier;5;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [4 2 0]]";KNNImpute;Quantile;PXD006591
LGBMClassifier;5;0.0;0.0;0.0;"[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [1 1 1 1 0 1 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]";KNNImpute;Quantile;PXD006591
LogisticRegression;5;0.0;0.0;0.0;"[[0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [2 1 0 1 1 1]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]]";KNNImpute;Median Norm;PXD006591
SVC;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";KNNImpute;Median Norm;PXD006591
RandomForestClassifier;5;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [1 4 0 1]
 [0 0 0 0]]";KNNImpute;Median Norm;PXD006591
LGBMClassifier;5;0.0;0.0;0.0;"[[0 0 0 0 0]
 [1 0 3 1 1]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]]";KNNImpute;Median Norm;PXD006591
LogisticRegression;5;0.0;0.0;0.0;"[[0 0 0]
 [5 0 1]
 [0 0 0]]";PCA;NSAF;PXD006591
SVC;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";PCA;NSAF;PXD006591
RandomForestClassifier;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";PCA;NSAF;PXD006591
LGBMClassifier;5;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 5 0]]";PCA;NSAF;PXD006591
LogisticRegression;5;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [5 1 0]]";PCA;ComBat;PXD006591
SVC;5;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [2 1 0 3]
 [0 0 0 0]]";PCA;ComBat;PXD006591
RandomForestClassifier;5;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 5 0]]";PCA;ComBat;PXD006591
LGBMClassifier;5;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [3 3 0]]";PCA;ComBat;PXD006591
LogisticRegression;5;0.0;0.0;0.0;"[[0 0]
 [6 0]]";PCA;Quantile;PXD006591
