PXD000426,32207,257
PXD000426,32208,280
PXD000426,32209,251
PXD000426,32210,245
PXD000426,32211,236
PXD000426,32212,310
PXD000426,32213,223
PXD000426,32214,310
PXD000426,32215,263
PXD000426,32216,280
PXD000426,32217,256
PXD000426,32218,272
PXD000426,32219,276
PXD000426,32220,305
PXD000426,32221,260
PXD000426,32222,299
PXD000426,32223,273
PXD000426,32224,261
PXD000426,32225,265
PXD000426,32226,271
PXD000426,32227,240
PXD000426,32228,257
PXD000426,32229,240
PXD000426,32230,261
PXD000426,32231,247
PXD000426,32232,281
PXD000426,32233,239
PXD000426,32234,273
PXD000426,32235,267
PXD000426,32236,274
PXD000426,32237,260
PXD000426,32238,292
PXD000426,32239,308
PXD000426,32240,298
PXD000426,32241,270
PXD000426,32242,261
PXD000426,32243,275
PXD000426,32244,254
PXD000426,32245,326
PXD000426,32246,316
PXD000426,32247,246
PXD000426,32248,223
PXD000426,32249,223
PXD000426,32250,229
PXD000426,32251,228
PXD000426,32252,208
PXD000426,32253,187
PXD000426,32254,199
PXD000426,32255,213
PXD000426,32256,212
PXD000426,32257,200
PXD000426,32258,223
PXD000426,32259,206
PXD000426,32260,257
PXD000426,32261,195
PXD000426,32262,273
PXD000426,32263,221
PXD000426,32264,240
PXD000426,32265,209
PXD000426,32266,259
PXD000426,32267,264
PXD000426,32268,279
PXD000426,32269,256
PXD000426,32270,278
PXD000426,32271,263
PXD000426,32272,257
PXD000426,32273,287
PXD000426,32274,253
PXD000426,32275,219
PXD000426,32276,271
PXD000426,32277,245
PXD000426,32278,250
PXD000426,32279,240
PXD000426,32280,244
PXD000426,32281,253
PXD000426,32282,252
PXD000426,32283,263
PXD000426,32284,244
PXD000426,32285,243
PXD000426,32286,240
PXD000443,31689,1697
PXD000443,31690,1463
PXD000443,31691,1655
PXD000443,31692,1501
PXD000443,31693,1500
PXD000443,31694,1482
PXD000443,31696,1483
PXD000443,31697,1585
PXD000443,31698,1612
PXD000529,31593,922
PXD000529,31594,995
PXD000529,31595,1142
PXD000529,31596,1148
PXD000529,31597,1174
PXD000529,31598,1151
PXD000529,31599,1157
PXD000529,31600,1161
PXD000529,31601,1124
PXD000529,31602,1142
PXD000529,31603,1133
PXD000529,31604,1141
PXD000529,31605,846
PXD000529,31606,953
PXD000529,31607,1015
PXD000529,31608,1072
PXD000529,31609,1020
PXD000529,31610,1005
PXD000529,31611,991
PXD000529,31612,1038
PXD000529,31613,825
PXD000529,31614,845
PXD000529,31615,1154
PXD000529,31616,1168
PXD000529,31617,985
PXD000529,31618,998
PXD000529,31619,976
PXD000529,31620,993
PXD000529,31621,916
PXD000529,31622,866
PXD000529,31623,1040
PXD000529,31624,1069
PXD000529,31625,976
PXD000529,31626,983
PXD000529,31627,1249
PXD000529,31628,1224
PXD000529,31629,1220
PXD000529,31630,1255
PXD000529,31631,1170
PXD000529,31632,1222
PXD000529,31633,1179
PXD000529,31634,1175
PXD000529,31635,1192
PXD000529,31636,1195
PXD000529,31637,1134
PXD000529,31638,1204
PXD000529,31639,1215
PXD000529,31640,1167
PXD000529,31641,1164
PXD000529,31642,1176
PXD000529,31643,1105
PXD000529,31644,1112
PXD000529,31645,1058
PXD000529,31646,1037
PXD000529,31647,1090
PXD000529,31648,1018
PXD000529,31649,1047
PXD000529,31650,1080
PXD000529,31651,1079
PXD000529,31652,1091
PXD000529,31653,1092
PXD000529,31654,990
PXD000529,31655,963
PXD000529,31656,966
PXD000529,31657,966
PXD000529,31658,963
PXD000529,31659,974
PXD000529,31660,983
PXD000529,31661,969
PXD000529,31662,971
PXD000529,31663,1131
PXD000529,31664,1127
PXD000529,31665,944
PXD000529,31666,932
PXD000529,31667,951
PXD000529,31668,974
PXD000529,31669,969
PXD000529,31670,994
PXD000529,31671,918
PXD000529,31672,935
PXD000529,31673,967
PXD000529,31674,968
PXD000529,31675,1168
PXD000529,31676,1185
PXD000529,31677,1149
PXD000529,31678,1149
PXD000529,31679,1110
PXD000529,31680,1133
PXD000529,31681,1127
PXD000529,31682,1104
PXD000529,31683,1095
PXD000529,31684,1039
PXD000529,31685,1101
PXD000529,31686,1151
PXD000529,31687,1076
PXD000529,31688,1081
PXD000533,30960,997
PXD000533,30961,1013
PXD000533,30962,1081
PXD000533,30963,1060
PXD000533,30964,1025
PXD000533,30965,1049
PXD000533,30966,1061
PXD000533,30967,1026
PXD000533,30968,1170
PXD000533,30969,1211
PXD000533,30970,1276
PXD000533,30971,1298
PXD000533,30972,1267
PXD000533,30973,1301
PXD000533,30974,1261
PXD000533,30975,1242
PXD000533,30976,1239
PXD000533,30977,1236
PXD000533,30978,1242
PXD000533,30979,1249
PXD000533,30980,1261
PXD000533,30981,1298
PXD000533,30982,1252
